author_display,title,id,author_id
"Marriott, Sir James",THE VALETUDINARIAN. AN ODE.,o4987-w0010,pers00057
"Smith, Charlotte",SONNET [41] XLI. To Tranquillity. ,n22cs-w0410,pers00290
"Hunter, Anne",SONG. ,bah18-w0430,pers00281
"Hunter, Anne",SONG. ,bah18-w0420,pers00281
"Pope, Alexander",[AN ESSAY ON MAN.] EPISTLE I.,o3676-w0010,pers00012
"Smith, Charlotte",SONNET [40] XL. From the same. ,n22cs-w0400,pers00290
"Baillie, Joanna",LINES TO A TEAPOT. ,bjb18-w0260,pers00287
"Baillie, Joanna","THE MOODY SEER, A BALLAD.",bjb18-w0270,pers00287
"Akenside, Mark",HYMN TO THE NAIADS. MDCCXLVI.,o5157-w0010,pers00047
"Alcock, Mary",ON THE HUMAN HEART. ,pma99-w0090,pers00306
"Leapor, Mary",The PENITENT. Occasion'd by the Author's being asked if she would take Ten Pounds for her Poems.,o5125-w0310,pers00154
"Alcock, Mary","THE HIVE OF BEES: A FABLE, WRITTEN IN DECEMBER 1792.",pma99-w0080,pers00306
"Leapor, Mary",The INSPIR'D QUILL. Occasion'd by a Present of CROW-PENS.,o5125-w0300,pers00154
"Opie, Amelia",TO A MANIAC. ,bao18-w0280,pers00279
"Barbauld, Anna Laetitia",HYMN I. ,o3555-w0260,pers00149
"Tate, Nahum",The Match. ,oat77-w0280,pers00344
"Barbauld, Anna Laetitia",HYMN II. ,o3555-w0270,pers00149
"Tate, Nahum",The Disconsolate. ,oat77-w0290,pers00344
"Opie, Amelia","LINES ON HEARING, THREE OR FOUR YEARS AGO, THAT CONSTANTINOPLE WAS SWALLOWED UP BY AN EARTHQUAKE;",bao18-w0290,pers00279
"Smart, Christopher",ON THE POWER OF THE SUPREME BEING. ,o4987-w0930,pers00254
"Yearsley, Ann","To Mr. R—, ON HIS Benevolent Scheme for rescuing Poor Children from Vice and Misery, BY PROMOTING SUNDAY SCHOOLS. ",pye85-w0080,pers00256
"Cristall, Ann Batten",THE TRIUMPH OF SUPERSTITION. RAPHAEL AND IANTHE.,cac95-w0130,pers00301
"Markham, William",Written upon leaving a FRIEND'S House in WALES. ,o5155-w0730,pers00117
"Tighe, Mary",[Psyche] Canto VI. ,pmt18-w0025,pers00320
"Little, Janet",THE UNFORTUNATE RAMBLER. ,bjl92-w0180,pers00338
"Yearsley, Ann",To Mrs. M—S. ,pye85-w0090,pers00256
"Cristall, Ann Batten",ELEGY ON A YOUNG LADY. ,cac95-w0120,pers00301
"Smart, Christopher",ON THE OMNISCIENCE OF THE SUPREME BEING. ,o4987-w0920,pers00254
"Gray, Thomas",Song II ,tgaen-wsng2,pers00039
"Little, Janet",LUCINA: AN ELEGY.,bjl92-w0190,pers00338
"Parrott, Charles",ODE to NIGHT. ,o5155-w0720,pers00002
"Blamire, Susanna / Gilpin, Catherine",THE CUMBERLAND SCOLD. ,bsb18-w0580,"pers00280,pers00283"
"Scott, James",TO PLEASURE. AN ODE.,o5089-w0060,pers00058
"Baillie, Joanna",HYMN. ,bjb18-w0800,pers00287
"Leapor, Mary",The BEAUTIES of the SPRING. ,o5125-w0050,pers00154
"Warton, Joseph",ODE TO A LADY WHO HATES THE COUNTRY. ,o4985-w0460,pers00049
"Chandler, Mary",On my Recovery. ,pmc36-w0140,pers00325
"Merrick, James",A HYMN. ,o4984-w0280,pers00045
"Baillie, Joanna",HYMN FOR THE SCOTCH KIRK. ,bjb18-w0810,pers00287
"Stone, Jerome [Jeremiah]","ALBIN and the DAUGHTER of MEY. An old tale, translated from the Irish.",o5089-w0070,pers00186
"Blamire, Susanna",BARLEY BROTH. ,bsb18-w0590,pers00280
"Merrick, James",THE LORD'S PRAYER PARAPHRASED. ,o4984-w0290,pers00045
"Chandler, Mary",My WISH. ,pmc36-w0150,pers00325
"Warton, Joseph",ODE TO SOLITUDE. ,o4985-w0470,pers00049
"Leapor, Mary",An ODE on MERCY: In Imitation of Part of the 145th Psalm.,o5125-w0040,pers00154
"Thomson, James",BRITANNIA. A POEM. ,o3549-w0070,pers00020
"Brand, Hannah",THE MONK OF LA TRAPPE; A TALE.,o4091-w0020,pers00305
"Macpherson, James",CONLATH and CUTHÓNA: A POEM. ,o5164-w0060,pers00291
"Thomson, James",A POEM Sacred to the MEMORY of Sir ISAAC NEWTON. ,o3549-w0060,pers00020
"Brand, Hannah",ODE to YOUTH. ,o4091-w0030,pers00305
"Macpherson, James",CARTHON: A POEM. ,o5164-w0070,pers00291
"Seward, Anna","LLANGOLLEN VALE, ",bse96-w0010,pers00282
"Cristall, Ann Batten",AN ODE. ,cac95-w0270,pers00301
"Day, Eliza",FOR SUNDAY. ,bed98-w0680,pers00340
"Williams, Sir Charles Hanbury","An ODE To the Right Honourable STEPHEN POYNTZ, Esq; &c. &c. ",o5155-w0470,pers00027
"Jenyns, Soame","To a LADY, in answer to a LETTER wrote in a very fine Hand. ",o5154-w0290,pers00112
"Cristall, Ann Batten",THE ENTHUSIAST. SONGS OF ARLA. WRITTEN DURING HER ENTHUSIASM.,cac95-w0260,pers00301
"Jenyns, Soame","To a LADY, sent with a Present of Shells and Stones design'd for a GROTTO. ",o5154-w0280,pers00112
"Grainger, James",SOLITUDE. An ODE.,o5155-w0460,pers00099
"Day, Eliza",HYMN FOR SUNDAY. ,bed98-w0690,pers00340
"Rowe, Elizabeth","Paraphrase on Canticles, 7. 11. ",oar96-w0410,pers00265
"Berkeley, George Monck","ADDRESS TO THE SHADE OF SHAKSPEARE. ON MRS. B—'S VISITING HIS TOMB IN COMPANY WITH THE WRITER OF THESE LINES, AUGUST 13, 1787.",o5280-w0190,pers00277
"Barbauld, Anna Laetitia",THE ORIGIN OF SONG-WRITING. ,o3555-w0120,pers00149
"Rowe, Elizabeth","The Athenians Answer, to the Foregoing Poem. ",oar96-w0400,pers00265
"Goldsmith, Oliver","THE TRAVELLER: OR, A PROSPECT OF SOCIETY. ",o5346-w0010,pers00174
"Berkeley, George Monck","THE MAIDS OF MORVEN, AN ELEGIAC ODE. TO THE RIGHT HONOURABLE MARY VISCOUNTESS RUTHVEN, DAUGHTER OF THE EXCELLENT EARL AND COUNTESS OF LEVEN AND MELVIL.",o5280-w0180,pers00277
"Barbauld, Anna Laetitia",[SONG] I. ,o3555-w0130,pers00149
"Hammond, James",ELEGY I. ,o4987-w0350,pers00102
"Moore, Edward",A BALLAD. ,o4987-w0340,pers00141
"Egerton, Sarah Fyge",On being —— tax'd with Symony. ,pse03-w0220,pers00272
"Lennox, Charlotte","A PARODY ON AN ODE of HORACE, As TRANSLATED by Mr. FARQUHAR.",o5247-w0200,pers00295
"Kelly, Isabella","THE HAWK, THE MAGPIES, AND THE PIGEONS. A Fable, very respectfully addressed to the Hon. Mrs. E—tw—k.",pik94-w0280,pers00327
"Egerton, Sarah Fyge","An occasional Copy, in Answer to Mr. Joshua Barns, Extempore. ",pse03-w0230,pers00272
"Kelly, Isabella","THE EAGLE, THE KITE, AND THE COCK. An Emblematic Fable, most respectfully addressed to the Right Hon. General C——y. Written in the year 1788.",pik94-w0290,pers00327
"Lennox, Charlotte",The DREAM. ,o5247-w0210,pers00295
"Shenstone, William",The EVER-GREEN. ,o5157-w0340,pers00035
"Baillie, Joanna",A MOTHER TO HER WAKING INFANT. ,bjb18-w0120,pers00287
"Baillie, Joanna",A CHILD TO HIS SICK GRANDFATHER. ,bjb18-w0130,pers00287
"Shenstone, William",ANSWER. ,o5157-w0350,pers00035
"Barber, Mary","A Letter written for my Son to a young Gentleman, who was sent to be educated at the Jesuits College in Flanders. ",pba35-w0580,pers00087
"Prior, Matthew","Engraven on a COLUMN In the Church of Halstead in Essex, The spire of which, burnt down by Lightning, was rebuilt at the Expense of Mr. Samuel Fiske, 1717.",pmp18-w1070,pers00314
"Addison, Joseph","To Her ROYAL HIGHNESS the PRINCESS of WALES, With the Tragedy of CATO. Nov. 1714. ",o4226-w0010,pers00150
"Barber, Mary",To Mrs. S—. Written in my Sickness.,pba35-w0590,pers00087
"Prior, Matthew",CHARITY. A PARAPHRASE On the Thirteenth Chapter of the First Epistle TO THE CORINTHIANS.,pmp18-w1060,pers00314
"Tate, Nahum",The three First Verses of the 46th Psalm Paraphras'd. ,oat77-w0550,pers00344
"Prior, Matthew",A Dutch Proverb. ,pmp18-w0460,pers00314
"Smart, Christopher",SWEET WILLIAM. BALLAD I.,o4103-w0220,pers00254
"Barber, Constantine","Verses ty'd about a Fawn's Neck, which was presented to a very young Lady, call'd by her Friends the Ivory Maid. ",pba35-w1190,pers00264
"Rowe, Elizabeth","And, though after my Skin, Worms destroy this Body, yet in my Flesh shall I see God, Job 19. 26. ",oar96-w0080,pers00265
"Smart, Christopher",The LASS with the golden Locks. BALLAD II.,o4103-w0230,pers00254
"Prior, Matthew","PAULO PURGANTI AND His WIFE: An Honest, but a Simple Pair. ",pmp18-w0470,pers00314
"Tate, Nahum",Amor Sepulchralis. ,oat77-w0540,pers00344
"Barber, Constantine","To Mrs. Frances-Arabella Kelly, with a Present of Fruit. ",pba35-w1180,pers00264
"Rowe, Elizabeth",TO Sir CHAREES SEDLEY. ,oar96-w0090,pers00265
"Hoadly, Benjamin",A SONG. ,o5154-w0600,pers00107
"Day, Eliza",SONNET. ,bed98-w0210,pers00340
"Carstairs, Christian",BASKET of FLOWERS. SONG.,pcc86-w0020,pers00323
"Nugent, Robert Craggs, Earl Nugent",An ODE to MANKIND. Address'd to the Prince.,o5153-w0430,pers00119
"Percy, Thomas","SONNET. OCCASIONED BY LEAVING B—R—N, JULY 1755. THE AUTHOR TELLING THE LADIES “HE LOOKED UPON HIMSELF IN A WORSE SITUATION THAN ADAM BANISH'D PARADISE,” WAS ENJOINED BY THEM TO EXPRESS THE SAME IN RHIME.",o4986-w0800,pers00056
"Day, Eliza",SONNET. ,bed98-w0200,pers00340
"Carstairs, Christian",PASTORAL. ,pcc86-w0030,pers00323
"Prior, Matthew","Presented to the KING, AT HIS ARRIVAL in HOLLAND, AFTER THE Discovery of the Conspiracy 1696. ",pmp18-w0225,pers00314
"Warton, Joseph",FASHION: A SATIRE. ,o5154-w0610,pers00049
"Nugent, Robert Craggs, Earl Nugent",An ODE. ,o5153-w0420,pers00119
"Hands, Elizabeth",THE DEATH OF AMNON. A POEM. CANTO THE FIRST.,peh89-w0010,pers00324
"Fitzgerald, Thomas",ODE. ,o4986-w0810,pers00222
"Burns, Robert",EPISTLE TO DAVIE. A BROTHER POET.,cbu86-w0150,pers00307
"Barber, Mary","To the Right Honourable the Lady Kilmorey, with a Letter, which was written by the late Lady Roydon, of the Kingdom of Ireland, just before her Death. ",pba35-w0830,pers00087
"Wesley, Charles",IId HYMN to CHRIST. ,o3900-w1060,pers00309
"Barber, Mary","Occasion'd by seeing the Honourable — treat a Person of Merit with Insolence, who came to make a Request to her. ",pba35-w0820,pers00087
"Burns, Robert","TO A MOUSE, On turning her up in her Nest with the Plough, November, 1785.",cbu86-w0140,pers00307
"Wesley, Charles",IIId HYMN to CHRIST. ,o3900-w1070,pers00309
"Shepherd, Richard",ODE TO MELANCHOLY. ,o4984-w0610,pers00252
"Straight, John","To Mr. J. H. at the TEMPLE, occasioned by a Translation of an Epistle of HORACE. 1730.",o5156-w0810,pers00131
"Blamire, Susanna",TO-MORROW. WRITTEN DURING SICKNESS.,bsb18-w0110,pers00280
"Shepherd, Richard",ODE TO THE ATHEIST. ,o4984-w0600,pers00252
"Blamire, Susanna",THE ADIEU AND RECALL TO LOVE. ,bsb18-w0100,pers00280
"Thomas, Lewis",Captain T — of BATTEREAU'S Regiment in the Isle of SKIE to Captain P— at Fort AUGUSTUS. ,o5156-w0800,pers00134
"Barber, Mary",To Dr. Richard Helsham. Upon my Recovery from a dangerous Fit of Sickness.,pba35-w0110,pers00087
"Gray, Thomas",[Caradoc] ,tgaen-wcara,pers00039
"Barber, Mary",SINCERITY. A Poem. Occasion'd by a Friend's resenting some Advice I gave.,pba35-w0100,pers00087
"Shenstone, William","The Rape of the TRAP, a BALLAD; written at College, 1736.",o5156-w0130,pers00035
"Finch, Anne, countess of Winchilsea",To the NIGHTINGALE. ,o4784-w0530,pers00268
"Blamire, Susanna",WHEN NIGHT'S DARK MANTLE. ,bsb18-w0830,pers00280
"Betham, (Mary) Matilda","[SONETTO. DI GIOVANNI DELLA CASA.] SONNET, TO SLEEP. TRANSLATION",bmb97-w0210,pers00315
"Robinson, Mary",To LOVE: written extempore. ,pro75-w0250,pers00271
"Robinson, Mary",To AURELIA on her GOING ABROAD. ,pro75-w0240,pers00271
"Blamire, Susanna",THE LOSS OF THE ROEBUCK. ,bsb18-w0820,pers00280
"Betham, (Mary) Matilda",[CANTATA DELLO STESSO.] TRANSLATION.,bmb97-w0200,pers00315
"Shenstone, William",SONG I. ,o5156-w0120,pers00035
"Finch, Anne, countess of Winchilsea","[Tasso, Aminta:] From the AMINTA of TASSO. Part of the Description of the Golden Age.",o4784-w0520,pers00268
"Watts, Isaac",TO Thomas Gunston Esq ,o4672-w0650,pers00292
"Williams, Helen Maria",QUEEN MARY'S COMPLAINT. ,bhw18-w0060,pers00276
"Watts, Isaac",TO John Hartopp Esq ,o4672-w0640,pers00292
"Williams, Helen Maria",TO SENSIBILITY. ,bhw18-w0070,pers00276
"Duck, Stephen",Proper Ingredients to make a Sceptic. ,o4741-w0190,pers00091
Anonymous,"TO THE SAME, AFTER HAVING RECEIVED FROM HER, FOR A WATCH, A HEART WROUGHT WITH HER OWN HAIR, AND INCLUDING HER NAME, AFFECTEDLY INCLOSED IN A NUMBER OF COVERS. ",o4986-w0120,pers00194
"Gay, John",FABLE [41] XLI. The Owl and the Farmer.,ojg27-w0420,pers00303
"Carmichael, Rebekah",THE LOVE-LORN MAID ,prc90-w0280,pers00328
"Duck, Stephen",TRUTH and FALSHOOD. A FABLE.,o4741-w0180,pers00091
"Carmichael, Rebekah",ON A LADY ,prc90-w0290,pers00328
Anonymous,"TO THE SAME, WITH SHENSTONE'S WORKS, AFTER HAVING VISITED THE LEASOWES TOGETHER. ",o4986-w0130,pers00194
"Gay, John",FABLE [42] XLII. The Jugglers.,ojg27-w0430,pers00303
"Opie, Amelia",THE MOON AND THE COMET; A FABLE.,bao18-w0220,pers00279
"Prior, Matthew",The DOVE. ,pmp18-w0310,pers00314
"Tate, Nahum",The Discovery. ,oat77-w0220,pers00344
"Berkeley, George Monck","THE BIRTH OF BLISS. TO THE HONOURABLE GEORGE LESLIE, SON OF THE EARL OF LEVEN, &c.",o5280-w0270,pers00277
"Shenstone, William",[Song]  V. Imitated from the FRENCH. ,o5155-w0934,pers00035
"Tate, Nahum",The Parting. ,oat77-w0230,pers00344
"Prior, Matthew",A SONG. ,pmp18-w0300,pers00314
"Berkeley, George Monck","INSCRIPTION FOR A GOTHIC NICHE LINED WITH IVY, IN THE GARDEN OF DR. BERKELEY'S PREBENDAL HOUSE IN THE OAKS AT CANTERBURY, WHERE MR. BERKELEY USED TO SIT AND READ GREEK. THE LADIES OF THE FAMILY NAMED IT “THE GREEK SEAT.”",o5280-w0260,pers00277
"Opie, Amelia",TO LOTHARIO. ,bao18-w0230,pers00279
"Cristall, Ann Batten",SONG. ,cac95-w0190,pers00301
"Nugent, Robert Craggs, Earl Nugent",An EPISTLE. ,o5153-w0340,pers00119
"Yearsley, Ann",THOUGHTS ON THE AUTHOR's OWN DEATH. WRITTEN WHEN VERY YOUNG.,pye85-w0020,pers00256
"Day, Eliza",SONNET. ,bed98-w0560,pers00340
"Knight, Henrietta St. John, Lady Luxborough","Written at a Ferme Ornee near Birmingham; August 7th, 1749. ",o5155-w0790,pers00113
"Little, Janet",ALMEDA AND FLAVIA. ,bjl92-w0120,pers00338
"Warton, Joseph",The ENTHUSIAST: OR THE LOVER of NATURE. A POEM.,o5154-w0170,pers00049
"Cristall, Ann Batten",SONG. ,cac95-w0180,pers00301
"Nugent, Robert Craggs, Earl Nugent",An EPISTLE to a LADY. ,o5153-w0350,pers00119
"Yearsley, Ann",To a FRIEND; ON VALENTINE's DAY.,pye85-w0030,pers00256
"Walpole, Horace","EPILOGUE to TAMERLANE. On the Suppression of the REBELLION. Spoken by Mrs. Pritchard, in the Character of the COMICK MUSE, Nov. 4, 1746.",o5154-w0160,pers00042
"Little, Janet",ON THE SPRING. ,bjl92-w0130,pers00338
"Knight, Henrietta St. John, Lady Luxborough","Written to a near Neighbour in a tempestuous Night, 1748. ",o5155-w0780,pers00113
"Day, Eliza",SONNET. ,bed98-w0570,pers00340
"Pope, Alexander",THE RAPE of the LOCK. CANTO I.,o3695-w0010,pers00012
"Campbell, Thomas",Pleasures of Hope. ,n27tc-w0010,pers00316
"Blamire, Susanna",'TWAS WHEN THE SUN SLID DOWN YON HILL. ,bsb18-w0660,pers00280
"Alcock, Mary",THE ROSE TREE AND THE POPPY. A FABLE.,pma99-w0030,pers00306
"Congreve, William",THE TEARS OF AMARYLLIS FOR AMYNTAS. A PASTORAL.,o3778-w0010,pers00339
"Mallet, David",A FRAGMENT. ,o4984-w0160,pers00180
"Brerewood, Thomas",AUTUMN. ,o5089-w0390,pers00167
"Blamire, Susanna",THE AULD CARLE WAD TAK ME FAIN. ,bsb18-w0670,pers00280
"Mallet, David","ON THE DEATH OF LADY ANSON. ADDRESSED TO THE EARL OF HARDWICKE, HER FATHER, 1761.",o4984-w0170,pers00180
"Alcock, Mary",WRITTEN ON NEW YEAR'S DAY. ,pma99-w0020,pers00306
"Barber, Mary",An Epitaph on the late Lord Mount-Cashel. ,pba35-w0660,pers00087
"Parnell, Thomas",ANACREONTICK. ,o4106-w0050,pers00294
"Hunter, Anne",SONG. ,bah18-w0490,pers00281
"Cowley, Hannah",TO DELLA CRUSCA. ,o4739-w0240,pers00284
"Cowper, William",ON THE SAME. ,o3794-w0210,pers00269
"Barber, Mary","An Apology for the Clergy, who were present when the Minister of the Parish read Prayers and preach'd twice in one Day, at Tunbridge-Wells. Written at the Request of a Layman.",pba35-w0670,pers00087
"Hunter, Anne",SONG. ,bah18-w0480,pers00281
"Cowley, Hannah",A TALE FOR JEALOUSY.,o4739-w0250,pers00284
"Cowper, William","On the Burning of LORD MANSFIELD'S Library, together with his MSS. by the Mob, in the Month of June, 1780. ",o3794-w0200,pers00269
"Parnell, Thomas",SONG. ,o4106-w0040,pers00294
"Pope, Alexander",THE FIRST ODE OF THE FOURTH BOOK OF HORACE: ,o3682-w0010,pers00012
"Chatterton, Thomas","THE DEFENCE, ",o4198-w0140,pers00288
"Green, Matthew","The GROTTO. Printed in the Year 1732, but never published.",o5156-w0640,pers00101
"Finch, Anne, countess of Winchilsea",The LORD and the BRAMBLE ,o4784-w0240,pers00268
"Hoadly, John",BOOK I. Ep. 14. ,o5156-w1232,pers00108
"Cotton, Nathaniel","The BEE, the ANT, and the SPARROW: A FABLE.",o5156-w0650,pers00025
"Finch, Anne, countess of Winchilsea",The CAUTIOUS LOVERS. ,o4784-w0250,pers00268
"Chatterton, Thomas",SONG TO MR. G. CATCOTT. 1769.,o4198-w0150,pers00288
"Wesley, John",Subjection to CHRIST. From the German.,o3900-w0790,pers00310
"Watts, Isaac",LONGING FOR The Second Coming OF CHRIST. ,o4672-w0120,pers00292
"Kelly, Isabella",LINES FOR THE BLANK LEAF OF MY PRAYER BOOK: WRITTEN ON A SUNDAY. ,pik94-w0160,pers00327
"Kelly, Isabella",TO THE MEMORY OF THE HONORABLE MISS CAROLINE CAMPBEL. ,pik94-w0170,pers00327
"Watts, Isaac",THE Sufferings and Glories OF CHRIST. A SONG In Trisyllable Feet.,o4672-w0130,pers00292
"Watts, Isaac",SONG V. Praise for Birth and Education in a Christian Land.,o5454-w0050,pers00292
"Johnson, Samuel",AN EVENING ODE. TO STELLA.,o4986-w0650,pers00029
"Gay, John",FABLE [34] XXXIV. The Mastiffs.,ojg27-w0350,pers00303
"Gray, Thomas",Ode to Adversity ,tgaen-wotad,pers00039
"Johnson, Samuel",A SONG. ,o4986-w0640,pers00029
"Marriott, Sir James",Ode VI. Book II. Imitated. ,o5155-w0641,pers00057
"Gay, John",FABLE [33] XXXIII. The Courtier and Proteus.,ojg27-w0340,pers00303
"Watts, Isaac",SONG IV. Praise for Mercies Spiritual and Temporal.,o5454-w0040,pers00292
"Scott, James",ODE ON SLEEP. ,o4985-w0310,pers00058
"Moore, Edward","THE WOLF, SHEEP, AND LAMB. ",o5089-w0710,pers00141
"Scott, James",HEAVEN. A VISION.,o4985-w0300,pers00058
"Moore, Edward",THE POET AND HIS PATRON. ,o5089-w0700,pers00141
"Falconar, Harriet",SLAVERY. A POEM.,yfs88-w0020,pers00318
"Wesley, Charles","JOHN xvi. 24. Ask, and ye shall receive, that your Joy may be full. ",o3900-w1380,pers00309
"Wesley, Charles","ISA. li. 9, &c. ",o3900-w1390,pers00309
"Montagu, Lady Mary Wortley",VERSES written in a GARDEN. ,o5155-w0300,pers00001
"Anstey, Christopher","[THE NEW BATH GUIDE: OR, MEMOIRS of the B — R — D FAMILY.]",o3364-w0010,pers00205
"Montagu, Lady Mary Wortley",The LADY's Resolve. Written extempore on a Window.,o5152-w0130,pers00001
"Montagu, Lady Mary Wortley",AN ANSWER to a LOVE-LETTER. ,o5155-w0310,pers00001
"Montagu, Lady Mary Wortley",The LOVER: A Ballad.,o5152-w0120,pers00001
"Hoadly, John",BOOK I. Ep. 40. ,o5156-w1240,pers00108
"Prior, Matthew",ANOTHER [TRUE MAID]. ,pmp18-w0780,pers00314
"Tighe, Mary",The Vartree. ,pmt18-w0240,pers00320
"Chatterton, Thomas","GORTHMUND, TRANSLATED FROM THE SAXON.",o4039-w0060,pers00288
"Boyle, John, Fifth Earl of Orrery, Fifth Earl of Cork",Lord Boyle's Answer to the foregoing Verses. ,pba35-w1270,pers00260
"Rowe, Elizabeth",Paraphrase on Malachy 3. 14. ,oar96-w0360,pers00265
"Chatterton, Thomas","NARVA AND MORED, AN AFRICAN ECLOGUE.",o4039-w0070,pers00288
"Prior, Matthew",A Reasonable Affliction. ,pmp18-w0790,pers00314
"Tighe, Mary",A Faithful Friend is the Medicine of Life. SON OF SIRACH. ,pmt18-w0250,pers00320
"Rowe, Elizabeth","Verses written by Mrs. Elizabeth Rowe, on her drawing the Lord Boyle's Picture. ",pba35-w1260,pers00265
"Rowe, Elizabeth",On Mrs. Rebecka. ,oar96-w0370,pers00265
"Cibber, Colley","A POEM, [ON THE DEATH OF Our Late Soveraign Lady Queen MARY.] ",oac95-w0010,pers00333
"Duck, Stephen",On FLORELLA's Birth-Day. ,o4741-w0270,pers00091
"Carmichael, Rebekah",WRITTEN IN THE HERMITAGE AT BRAID ,prc90-w0160,pers00328
"Scott, John",SONNET. ,o4987-w0420,pers00250
"Duck, Stephen",To the Author of a Poem on the Duke of Lorrain's Arrival at the British Court. ,o4741-w0260,pers00091
"Carmichael, Rebekah",ON MR ****** ,prc90-w0170,pers00328
"Edwards, Thomas",SONNET X. To the Author of Observations on the Conversion and Apostleship of St. PAUL.,o5153-w0779,pers00016
"Scott, John",SONNET. TO DELIA.,o4987-w0430,pers00250
"Macpherson, James",[FRAGMENT] XV. ,o4688-w0150,pers00291
"Egerton, Sarah Fyge","To N. Tate, Esq; on his Poem on the Queen's Picture, Drawn by Closterman. ",pse03-w0550,pers00272
"Williams, Helen Maria","HYMN, IMITATED FROM THE FRENCH.",bhw18-w0380,pers00276
"Gray, Thomas","Satire on the Heads of Houses; or, Never a Barrel the Better Herring ",tgaen-wsahh,pers00039
"Macpherson, James",[FRAGMENT] XIV. ,o4688-w0140,pers00291
"Egerton, Sarah Fyge","On the Death of William III, King of England. ",pse03-w0540,pers00272
"Williams, Helen Maria","IMITATION OF LINES WRITTEN BY ROUCHER, BELOW HIS PICTURE, WHICH A FELLOW-PRISONER HAD DRAWN, AND WHICH HE SENT TO HIS WIFE AND CHILDREN THE DAY BEFORE HIS EXECUTION. — 1794.",bhw18-w0390,pers00276
"Yearsley, Ann",A POEM ON THE INHUMANITY OF THE SLAVE-TRADE. ,yye88-w0010,pers00256
"Baillie, Joanna",SIR MAURICE. A Ballad.,bjb18-w0650,pers00287
"Carter, Elizabeth",To Miss ****. ,o5157-w0430,pers00085
"Lewis, Matthew Gregory",OSRIC — THE LION! A ROMANCE.,o4779-w0010,pers00319
"Coventry, Francis",ODE to the Honourable **** ,o5157-w0420,pers00089
"Baillie, Joanna","SONG, A NEW VERSION OF AN OLD SCOTCH SONG.",bjb18-w0640,pers00287
